asset_id,asset_name,owner_name,owner_classification,percentage_of_ownership,owner_direct_parent,owner_grouping,operator_name,percentage_of_operation,data_source,url,recency,created_date,original_inventory_sector
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.934721,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.935192,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.935659,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.936139,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.932913,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.933406,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.933875,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.934343,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.934815,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.935285,oil-and-gas-production-and-transport
5110062,Acacia,TotalEnergies,,38,TotalEnergies,TotalEnergies; Norway,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.93576,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936232,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.936792,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.937357,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.93792,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.93851,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.939114,oil-and-gas-production-and-transport
5110063,Adar-Yale,CNPC,,41,China National Offshore Oil (China),China; Malaysia,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.939855,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936699,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.937262,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.937826,oil-and-gas-production-and-transport
